id,item_group_id,title,product_type,description,link,mobile_link,image_link,condition,price,availability,brand,custom_label_0,google_product_category
1618,1618,"Carrara 500 ml",,"Sticla Termos Carrara 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/carrara-500-ml-sticla-termos,http://127.0.0.1/product/carrara-500-ml-sticla-termos,https://127.0.0.1/media/Product/1618/resized640_carrara-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
1619,1619,"Carrara 850 ml",,"Sticla Termos Carrara 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/carrara-850-ml-sticla-termos,http://127.0.0.1/product/carrara-850-ml-sticla-termos,https://127.0.0.1/media/Product/1619/resized640_carrara-850-ml-sticla-termos.webp,new,"224.57 RON",in_stock,noren,,
1620,1620,"Carrara 350 ml",,"Cana Termos Carrara 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.  Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/carrara-350-ml-cana-termos,http://127.0.0.1/product/carrara-350-ml-cana-termos,https://127.0.0.1/media/Product/1620/resized640_carrara-350-ml-cana-termos.webp,new,"144.72 RON",in_stock,noren,,
1621,1621,"Carrara 600 ml",,"Cana Termos Carrara 600 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.  Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/carrara-600-ml-cana-termos,http://127.0.0.1/product/carrara-600-ml-cana-termos,https://127.0.0.1/media/Product/1621/resized640_carrara-600-ml-cana-termos.webp,new,"184.64 RON",in_stock,noren,,
1622,1622,"Celebrity 500 ml",,"Sticla Termos Celebrity 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/celebrity-500-ml-sticla-termos,http://127.0.0.1/product/celebrity-500-ml-sticla-termos,https://127.0.0.1/media/Product/1622/resized640_celebrity-500-ml-sticla-termos.webp,new,"199.62 RON",in_stock,noren,,
1623,1623,"Chianti Red 500 ml",,"Sticla Termos Chianti Red 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/chianti-red-500-ml-sticla-termos,http://127.0.0.1/product/chianti-red-500-ml-sticla-termos,https://127.0.0.1/media/Product/1623/resized640_chianti-red-500-ml-sticla-termos.webp,new,"199.62 RON",in_stock,noren,,
1624,1624,"Green Marble 500 ml",,"Sticla Termos Green Marble 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/green-marble-500-ml-sticla-termos,http://127.0.0.1/product/green-marble-500-ml-sticla-termos,https://127.0.0.1/media/Product/1624/resized640_green-marble-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
1625,1625,"Lush 500 ml",,"Sticla Termos Lush 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/lush-500-ml-sticla-termos,http://127.0.0.1/product/lush-500-ml-sticla-termos,https://127.0.0.1/media/Product/1625/resized640_lush-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
1626,1626,"Lush 850 ml",,"Sticla Termos Lush 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/lush-850-ml-sticla-termos,http://127.0.0.1/product/lush-850-ml-sticla-termos,https://127.0.0.1/media/Product/1626/resized640_lush-850-ml-sticla-termos.webp,new,"224.57 RON",in_stock,noren,,
1627,1627,"Lush 350 ml",,"Cana Termos Lush 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.  Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/lush-350-ml-cana-termos,http://127.0.0.1/product/lush-350-ml-cana-termos,https://127.0.0.1/media/Product/1627/resized640_lush-350-ml-cana-termos.webp,new,"144.72 RON",in_stock,noren,,
1628,1628,"Lush 600 ml",,"Cana Termos Lush 600 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.  Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/lush-600-ml-cana-termos,http://127.0.0.1/product/lush-600-ml-cana-termos,https://127.0.0.1/media/Product/1628/resized640_lush-600-ml-cana-termos.webp,new,"184.64 RON",in_stock,noren,,
1629,1629,"Marble Pink 330 ml",,"Sticla Termos Marble Pink 330 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/marble-pink-330-ml-sticla-termos,http://127.0.0.1/product/marble-pink-330-ml-sticla-termos,https://127.0.0.1/media/Product/1629/resized640_marble-pink-330-ml-sticla-termos.webp,new,"134.74 RON",in_stock,noren,,
1630,1630,"Marble Pink 500 ml",,"Sticla Termos Marble Pink 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/marble-pink-500-ml-sticla-termos,http://127.0.0.1/product/marble-pink-500-ml-sticla-termos,https://127.0.0.1/media/Product/1630/resized640_marble-pink-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
1631,1631,"Marble Pink 850 ml",,"Sticla Termos Marble Pink 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/marble-pink-850-ml-sticla-termos,http://127.0.0.1/product/marble-pink-850-ml-sticla-termos,https://127.0.0.1/media/Product/1631/resized640_marble-pink-850-ml-sticla-termos.webp,new,"224.57 RON",in_stock,noren,,
1634,1634,"Prosecco Gold 500 ml",,"Sticla Termos Prosecco Gold 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/prosecco-gold-500-ml-sticla-termos,http://127.0.0.1/product/prosecco-gold-500-ml-sticla-termos,https://127.0.0.1/media/Product/1634/resized640_prosecco-gold-500-ml-sticla-termos.webp,new,"199.62 RON",in_stock,noren,,
1635,1635,"Riace 500 ml",,"Sticla Termos Riace 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/riace-500-ml-sticla-termos,http://127.0.0.1/product/riace-500-ml-sticla-termos,https://127.0.0.1/media/Product/1635/resized640_riace-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
1636,1636,"Rose Gold 330 ml",,"Sticla Termos Rose Gold 330 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/rose-gold-330-ml-sticla-termos,http://127.0.0.1/product/rose-gold-330-ml-sticla-termos,https://127.0.0.1/media/Product/1636/resized640_rose-gold-330-ml-sticla-termos.webp,new,"149.71 RON",in_stock,noren,,
1637,1637,"Rose Gold 500 ml",,"Sticla Termos Rose Gold 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/rose-gold-500-ml-sticla-termos,http://127.0.0.1/product/rose-gold-500-ml-sticla-termos,https://127.0.0.1/media/Product/1637/resized640_rose-gold-500-ml-sticla-termos.webp,new,"199.62 RON",in_stock,noren,,
1638,1638,"Rose Gold 350 ml",,"Cana Termos Rose Gold 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.  Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/rose-gold-350-ml-cana-termos,http://127.0.0.1/product/rose-gold-350-ml-cana-termos,https://127.0.0.1/media/Product/1638/resized640_rose-gold-350-ml-cana-termos.webp,new,"174.66 RON",in_stock,noren,,
1639,1639,"Skybeau 500 ml",,"Sticla Termos Skybeau 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/skybeau-500-ml-sticla-termos,http://127.0.0.1/product/skybeau-500-ml-sticla-termos,https://127.0.0.1/media/Product/1639/resized640_skybeau-500-ml-sticla-termos.webp,new,"199.62 RON",in_stock,noren,,
1640,1640,"Tivoli 500 ml",,"Sticla Termos Tivoli 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/tivoli-500-ml-sticla-termos,http://127.0.0.1/product/tivoli-500-ml-sticla-termos,https://127.0.0.1/media/Product/1640/resized640_tivoli-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
1641,1641,"Tivoli 850 ml",,"Sticla Termos Tivoli 850 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/tivoli-850-ml-sticla-termos,http://127.0.0.1/product/tivoli-850-ml-sticla-termos,https://127.0.0.1/media/Product/1641/resized640_tivoli-850-ml-sticla-termos.webp,new,"224.57 RON",in_stock,noren,,
1642,1642,"Tivoli 350 ml",,"Cana Termos Tivoli 350 ml este o cană termoizolantă care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi pentru băuturi sau mâncare.  Vine echipată cu Capac pentru Cafea, dar se poate schimba cu Capacul Sport în timpul exercițiilor fizice sau pe Capacul pentru Mâncare pentru a păstra gustările tale preferate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",http://127.0.0.1/product/tivoli-350-ml-cana-termos,http://127.0.0.1/product/tivoli-350-ml-cana-termos,https://127.0.0.1/media/Product/1642/resized640_tivoli-350-ml-cana-termos.webp,new,"144.72 RON",in_stock,noren,,
1643,1643,"Villa 500 ml",,"Sticla Termos Villa 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/villa-500-ml-sticla-termos,http://127.0.0.1/product/villa-500-ml-sticla-termos,https://127.0.0.1/media/Product/1643/resized640_villa-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
1644,1644,"Wabi 500 ml",,"Sticla Termos Wabi 500 ml este o sticlă termoizolantă  care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate.  Poți adăugă mai multe funcții cu capace și accesorii utile.  Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.   Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",http://127.0.0.1/product/wabi-500-ml-sticla-termos,http://127.0.0.1/product/wabi-500-ml-sticla-termos,https://127.0.0.1/media/Product/1644/resized640_wabi-500-ml-sticla-termos.webp,new,"174.66 RON",in_stock,noren,,
